,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood
1726,4680,1.0,1,896,5,20.0,17,1,0,0,0,0,0,0,0,Upper West Side
1727,3995,0.0,1,1350,6,2.0,116,0,0,0,0,0,0,0,0,Financial District
1728,4000,2.0,1,500,5,1.0,106,0,1,0,1,1,0,0,1,Midtown East
1729,3550,0.0,1,536,1,9.0,8,0,0,0,1,0,0,0,0,Flatiron
1730,7600,2.0,2,1168,7,47.0,6,0,0,0,1,1,0,0,0,Midtown South
1731,5600,2.0,2,1100,8,20.0,32,0,1,0,1,1,0,0,1,Midtown East
1732,5995,1.0,1,796,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron
1733,3100,0.0,1,700,1,24.0,88,0,0,0,0,1,1,0,0,Financial District
1734,6949,2.0,2,1160,1,3.0,9,0,0,1,1,1,0,0,1,East Village
1735,6000,1.0,1,750,5,4.0,106,0,0,1,0,0,1,0,0,West Village
1736,9000,2.0,2,1000,5,6.0,3,1,0,0,0,0,0,0,0,Nolita
1737,3195,0.5,1,525,8,2.0,106,1,0,0,0,0,0,0,0,Midtown East
1738,3400,1.0,1,750,9,23.0,87,0,0,0,0,0,0,0,0,Midtown East
1739,2650,0.0,1,470,2,15.0,25,1,0,0,0,0,0,0,0,Upper East Side
1740,2900,1.0,1,475,1,10.0,103,0,0,0,0,0,0,0,0,Midtown South
1741,3500,3.0,1,745,1,2.0,96,0,1,1,1,1,0,0,0,East Harlem
1742,4490,3.0,1,675,7,3.0,116,0,0,0,0,0,0,0,0,East Village
1743,2600,0.0,1,404,2,20.0,86,0,0,1,1,1,0,0,0,Central Park South
1744,5900,2.0,1,1400,3,7.0,100,0,0,0,0,0,0,0,0,Upper West Side
1745,2500,0.0,1,468,8,22.0,18,1,1,1,1,1,1,1,1,Upper East Side
1746,5500,1.0,1,1000,3,3.0,116,1,0,0,0,1,0,0,0,East Village
1747,4095,2.0,1,1000,2,9.0,91,0,0,0,0,0,0,0,0,Morningside Heights
1748,3590,1.0,1,626,7,27.0,39,1,0,0,1,1,0,0,1,Midtown East
1749,6295,2.0,2,1200,7,1.0,13,0,0,0,0,0,0,0,0,West Village
1750,7650,2.0,2,1023,2,49.0,6,0,0,0,1,0,0,1,0,Financial District
1751,5035,2.0,2,972,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side
1752,7600,2.0,2,1380,7,25.0,9,0,1,0,0,0,0,0,0,Upper West Side
1753,3300,1.0,1,885,5,3.0,31,0,1,0,1,1,1,0,1,Midtown East
1754,2400,1.0,1,695,6,2.0,9,0,1,1,1,1,0,1,1,East Harlem
1755,2385,2.0,1,800,9,5.0,106,1,0,0,0,0,0,0,0,Upper East Side
1756,3100,1.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Midtown East
1757,6995,3.0,1,1266,5,3.0,41,1,0,0,0,0,0,0,0,Tribeca
1758,7975,2.0,2,1182,2,7.0,3,0,0,0,0,0,0,0,0,Upper West Side
1759,1525,1.0,1,415,2,2.0,96,1,0,0,0,0,0,0,0,Inwood
1760,4725,1.0,1,865,2,35.0,29,0,0,0,0,0,0,1,0,Midtown
1761,2750,0.0,1,600,9,14.0,57,0,0,0,0,0,0,0,0,Midtown East
1762,4400,2.0,1,812,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East
1763,4000,1.0,1,788,2,23.0,26,0,0,0,1,1,1,0,1,Midtown East
1764,3500,0.0,1,550,2,6.0,1,0,0,0,0,0,0,0,0,Tribeca
1765,4100,1.0,2,1312,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side
1766,1895,1.0,1,700,3,3.0,106,0,0,0,0,0,0,0,0,East Harlem
1767,2550,0.0,1,420,3,1.0,116,1,0,0,0,0,0,0,0,Flatiron
1768,2750,1.0,1,600,7,1.0,106,0,0,0,0,0,0,0,0,East Village
1769,3800,1.0,1,632,6,4.0,14,0,0,1,1,1,1,0,0,East Village
1770,2500,2.0,1,1000,2,2.0,106,0,0,0,0,0,0,0,0,Central Harlem
1771,3350,1.0,1,722,7,3.0,12,0,0,1,1,1,1,0,0,Upper West Side
1772,3800,1.0,2,1100,11,1.0,108,1,0,0,0,0,0,0,0,Lower East Side
1773,4500,2.0,2,1200,1,1.0,106,0,0,0,0,0,0,0,0,Upper West Side
1774,2500,0.0,1,400,2,10.0,86,1,0,0,0,0,0,0,0,Midtown West
1775,3230,0.0,1,583,4,17.0,47,1,0,0,1,0,0,0,0,Financial District
1776,4200,1.0,1,650,2,10.0,89,1,0,0,0,0,1,0,0,Midtown
1777,3995,2.0,2,1200,11,3.0,76,0,0,0,0,0,0,0,0,Upper East Side
1778,13315,3.0,3,1622,1,10.0,89,1,0,0,0,0,0,0,0,Upper West Side
1779,2975,1.0,1,700,1,2.0,75,0,0,0,0,0,0,0,0,Upper West Side
1780,4300,1.0,1,777,5,8.0,31,0,1,0,0,0,0,0,0,Battery Park City
1781,2245,0.0,1,450,4,2.0,96,0,0,0,0,0,0,0,0,East Village
1782,2895,2.0,1,700,3,6.0,106,0,0,0,0,0,0,0,0,Upper West Side
1783,5195,2.0,2,1029,1,11.0,116,1,0,0,0,0,0,0,0,Financial District
1784,5000,3.0,2,1500,5,3.0,106,0,0,0,0,0,0,0,0,Midtown East
1785,4700,1.0,1,800,9,4.0,88,0,0,1,1,1,0,0,1,East Village
1786,3195,0.0,1,529,4,8.0,19,1,0,0,0,0,0,0,0,Upper East Side
1787,4175,1.0,1,713,4,9.0,19,1,1,1,1,1,0,0,1,Upper East Side
1788,6125,2.0,2,975,5,3.0,9,0,0,0,0,0,0,0,0,Tribeca
1789,4020,1.0,1,601,4,12.0,51,1,0,0,0,0,0,0,0,Upper West Side
1790,4500,2.0,2,974,5,4.0,18,1,0,0,0,0,0,0,0,Battery Park City
1791,4800,2.0,1,827,4,1.0,78,1,0,0,0,0,0,0,0,Chelsea
1792,5995,1.5,1,975,2,4.0,116,1,0,1,1,1,1,0,1,West Village
1793,4300,1.0,1,950,6,18.0,60,0,1,1,1,1,0,0,1,Midtown East
1794,2499,0.0,1,600,6,21.0,87,0,0,0,0,0,0,0,0,Midtown East
1795,2600,0.0,1,554,2,8.0,13,1,0,0,0,0,1,0,0,Financial District
1796,1550,1.0,1,700,2,4.0,93,0,0,0,0,0,0,0,0,Washington Heights
1797,4300,1.0,1,965,1,3.0,107,0,0,0,0,0,0,0,0,Financial District
1798,3695,1.0,1,674,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side
1799,2775,0.0,1,550,2,10.0,13,0,1,0,1,1,0,0,1,Financial District
1800,2595,1.0,1,650,13,3.0,13,0,0,0,0,0,0,0,0,East Village
1801,3050,0.0,1,537,1,15.0,116,1,0,0,1,1,0,0,0,Financial District
1802,2750,0.0,1,500,1,5.0,25,0,0,0,0,1,0,0,0,Upper West Side
1803,3300,0.0,1,713,1,5.0,76,0,0,0,1,1,1,0,0,Financial District
1804,7950,2.0,2,2000,6,5.0,113,0,1,0,1,1,0,0,1,Flatiron
1805,4120,1.0,1,722,8,12.0,16,1,0,1,0,0,1,0,0,Midtown East
1806,3800,1.0,1,720,1,20.0,29,0,1,0,1,1,0,0,1,Upper East Side
1807,2950,2.0,2,966,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem
1808,2835,0.0,1,493,10,12.0,16,1,0,0,0,0,0,0,0,Midtown West
1809,15000,2.0,2,2010,9,83.0,15,0,1,0,1,1,0,1,1,Midtown East
1810,3250,1.0,1,775,4,5.0,106,1,0,0,0,0,0,0,0,Upper East Side
1811,7500,3.0,2,1051,4,26.0,47,0,1,1,0,1,0,0,1,Upper West Side
1812,2845,0.0,1,446,4,4.0,18,1,1,0,0,0,1,0,0,Upper West Side
1813,5800,2.0,1,1100,5,19.0,57,1,0,0,0,0,0,0,0,Midtown East
1814,4855,1.0,1,941,7,25.0,39,1,0,0,0,0,0,0,0,Midtown East
1815,3805,1.0,1,634,7,24.0,39,1,0,0,0,0,0,0,0,Midtown East
1816,3150,3.0,1,900,5,3.0,106,0,0,0,0,0,0,0,0,Midtown West
1817,6900,2.0,2,1413,5,19.0,17,1,0,0,0,0,0,0,0,Upper West Side
1818,4850,2.0,2,845,3,20.0,38,0,0,0,0,0,0,0,0,Upper East Side
1819,2450,1.0,1,575,5,2.0,116,0,0,0,0,0,0,0,0,Midtown East
1820,4875,1.0,1,796,2,20.0,38,0,0,0,0,0,0,1,0,Midtown West
1821,9000,2.0,2,1599,2,29.0,38,0,0,0,0,0,0,0,0,Midtown West
1822,3500,1.0,1,940,2,5.0,116,1,0,0,0,0,0,0,0,Financial District
1823,3400,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District
1824,3600,2.0,1,900,1,6.0,87,0,1,1,1,1,1,0,0,Financial District
1825,3200,1.0,1,610,1,6.0,103,0,0,0,0,0,0,0,0,Midtown South
1826,4000,1.0,1,830,1,8.0,88,0,1,0,1,1,0,0,1,Financial District
1827,3060,0.0,1,404,12,20.0,4,1,0,0,0,0,0,0,0,Midtown West
1828,2650,0.0,1,435,2,18.0,25,1,1,1,1,1,1,0,1,Upper East Side
1829,3500,3.0,2,1800,5,5.0,101,1,0,1,1,1,0,0,0,Washington Heights
1830,3577,1.0,1,587,3,3.0,96,0,0,0,0,0,0,0,0,East Village
1831,2755,0.0,1,415,4,14.0,18,1,0,1,0,0,0,0,0,Upper West Side
1832,3525,1.0,0,950,5,4.0,81,0,0,1,1,1,1,0,0,Upper East Side
1833,8500,2.0,2,2100,1,6.0,104,0,0,0,0,0,0,0,0,Greenwich Village
1834,3400,1.0,1,625,5,2.0,57,1,0,0,0,0,0,0,0,Midtown East
1835,12500,2.0,3,1572,4,6.0,9,0,0,1,0,0,0,1,0,Upper West Side
1836,2934,0.0,1,560,3,5.0,44,1,0,0,0,0,0,0,0,Financial District
1837,2925,0.0,1,461,5,12.0,17,1,0,0,0,0,0,0,0,Upper West Side
1838,6500,1.0,1,1005,4,3.0,115,0,0,0,0,0,0,0,0,Upper West Side
1839,5400,3.0,2,1095,9,15.0,15,1,0,1,1,0,1,1,1,Midtown East
1840,3500,1.0,1,675,6,1.0,92,0,0,1,0,0,1,0,0,Upper East Side
1841,4600,1.0,1,800,1,2.0,108,0,0,1,1,1,0,0,1,Upper West Side
1842,3500,1.0,1,785,10,6.0,6,0,0,0,0,0,0,0,0,East Village
1843,2500,1.0,1,700,5,4.0,106,0,0,0,1,0,0,0,0,Upper West Side
1844,1850,1.0,1,650,3,1.0,89,0,0,0,0,0,0,0,0,Inwood
1845,2595,0.0,1,650,4,2.0,76,0,0,0,0,0,1,0,0,East Village
1846,3900,1.0,1,575,3,14.0,27,0,0,0,1,1,0,0,0,Chelsea
1847,3850,1.0,1,748,5,17.0,9,0,1,1,1,1,0,0,0,Midtown
1848,3325,1.0,2,640,2,6.0,120,0,0,0,0,0,0,0,0,Financial District
1849,11750,2.0,3,1702,3,11.0,1,0,0,0,0,0,0,0,0,Tribeca
1850,2585,0.0,1,400,6,2.0,115,0,0,0,0,0,0,0,0,Midtown West
1851,7000,3.0,2,1675,4,10.0,56,1,0,0,1,1,0,0,0,Upper West Side
1852,2995,1.0,1,653,0,6.0,75,0,0,1,1,1,1,0,1,Upper West Side
1853,2895,0.0,1,506,2,18.0,41,0,0,0,1,1,0,0,0,Upper East Side
1854,10000,2.0,2,1548,3,5.0,106,0,0,1,0,0,1,0,0,Tribeca
1855,3450,2.0,1,800,3,12.0,89,0,0,0,0,0,0,0,0,Upper West Side
1856,18000,4.0,2,2000,6,36.0,47,0,0,0,0,1,0,0,0,Upper East Side
1857,3500,1.0,1,673,3,6.0,28,0,0,0,1,0,0,0,0,Battery Park City
1858,8000,2.0,2,1260,3,14.0,11,0,0,0,1,1,0,0,0,Tribeca
1859,6200,2.0,2,1033,1,6.0,9,0,1,1,1,1,0,0,1,East Village
1860,3196,1.0,1,500,9,6.0,76,0,0,0,0,0,0,0,0,East Village
1861,5758,2.0,2,1085,13,12.0,1,1,0,0,0,0,0,0,0,Upper East Side
1862,3150,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East
1863,9500,2.0,2,1856,1,10.0,107,0,0,0,0,0,0,0,0,Financial District
1864,5500,1.0,1,890,2,23.0,11,1,1,0,1,1,0,1,1,Midtown
1865,8500,2.0,2,1287,2,32.0,43,0,0,0,0,0,0,0,0,Midtown
1866,2700,0.0,1,521,3,8.0,15,1,0,0,0,0,0,0,0,Upper West Side
1867,2300,1.0,1,600,3,5.0,77,0,0,0,0,0,0,0,0,Upper West Side
1868,4250,2.0,1,875,1,14.0,59,0,0,0,0,0,0,0,0,Midtown East
1869,5882,2.0,2,1079,4,15.0,47,1,0,0,0,0,0,0,0,Financial District
1870,5500,1.0,2,850,0,7.0,56,0,0,0,0,0,0,1,0,Upper East Side
1871,3350,1.0,1,730,8,14.0,32,1,0,0,1,1,0,0,0,Midtown East
1872,6000,1.0,1,1100,4,14.0,43,0,0,0,0,0,0,0,0,Upper East Side
1873,5750,2.0,2,1070,2,41.0,9,0,1,0,1,1,0,0,1,Midtown West
1874,2300,1.0,1,500,2,4.0,116,0,0,0,0,0,0,0,0,Upper East Side
1875,3898,1.0,2,1201,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side
1876,3250,1.0,1,600,2,10.0,89,0,1,1,1,1,1,0,1,Midtown
1877,6200,2.0,2,1050,2,3.0,25,0,0,0,0,0,0,0,0,Upper East Side
1878,3700,1.0,1,700,10,37.0,13,1,0,0,0,0,0,0,0,Midtown West
1879,16500,3.0,3,2013,2,9.0,92,0,1,1,1,1,0,0,1,Upper West Side
1880,3200,2.0,2,1001,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem
1881,5000,1.0,1,706,3,9.0,116,0,0,0,1,1,1,0,0,Flatiron
1882,1799,0.0,1,300,2,5.0,96,1,0,0,0,0,0,0,0,Upper West Side
1883,5600,4.0,2,3000,1,1.0,106,0,0,0,0,0,0,0,0,Central Harlem
1884,3800,1.0,1,585,2,32.0,38,0,0,1,0,0,0,0,0,Midtown West
1885,3250,1.0,1,650,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side
1886,4500,1.0,1,757,2,37.0,38,0,0,0,0,1,0,0,0,Midtown West
1887,3850,0.5,1,650,3,22.0,86,0,0,0,1,1,0,0,0,Financial District
1888,6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side
1889,2650,0.0,1,650,7,26.0,49,0,0,0,0,0,0,0,0,Midtown East
1890,3200,1.0,1,603,3,4.0,15,1,0,0,0,0,0,0,0,Upper West Side
1891,5792,2.0,1,935,2,18.0,42,1,0,0,0,0,0,0,0,Upper West Side
1892,6495,2.0,2,1031,5,3.0,37,1,0,0,0,0,0,0,0,Upper West Side
1893,1699,1.0,1,600,2,2.0,87,0,0,0,0,0,0,0,0,Washington Heights
1894,5000,2.0,2,1041,10,14.0,27,0,0,0,0,1,1,0,0,Midtown East
1895,3795,2.0,1,750,2,6.0,116,0,0,0,0,0,0,0,0,Financial District
1896,3700,1.0,1,741,2,25.0,9,0,0,0,1,1,0,0,0,Midtown West
1897,3400,1.0,1,535,4,8.0,43,0,0,0,0,0,0,0,0,Upper East Side
1898,5250,1.0,1,827,2,35.0,42,1,0,0,0,0,0,0,0,Upper West Side
1899,4040,1.0,1,825,5,8.0,17,1,0,1,0,1,1,0,1,Upper West Side
1900,3700,1.0,1,700,4,9.0,31,0,0,1,1,1,0,0,1,Chelsea
1901,5350,1.0,1,917,3,10.0,103,0,0,0,1,1,0,0,1,Flatiron
1902,2695,1.0,1,650,2,1.0,56,0,0,0,0,0,0,0,0,Upper East Side
1903,3150,1.0,1,618,14,28.0,30,1,0,0,0,0,0,0,0,Upper East Side
1904,7795,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho
1905,3600,1.0,1,672,7,5.0,7,0,1,1,0,1,0,0,0,Midtown East
1906,12300,2.0,2,1646,1,12.0,9,0,1,0,1,1,1,0,1,Upper East Side
1907,15000,2.0,2,1689,3,27.0,49,0,1,0,0,1,0,0,0,Upper East Side
1908,2500,0.0,1,400,6,3.0,116,1,0,0,0,0,0,0,0,Financial District
1909,2650,0.5,1,600,4,4.0,52,0,0,0,0,0,0,0,0,Midtown West
1910,5605,2.0,2,971,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East
1911,4400,1.0,1,812,3,7.0,94,0,1,1,1,1,1,0,1,Midtown South
1912,10995,2.0,2,1603,4,8.0,10,1,0,0,1,1,1,0,0,Midtown East
1913,3450,1.5,1,800,9,11.0,57,0,0,0,0,0,0,0,0,Midtown East
1914,3675,0.0,1,619,6,3.0,8,1,0,0,0,0,0,0,0,Battery Park City
1915,7495,3.0,2,1600,2,12.0,89,0,0,0,0,0,0,0,0,Upper West Side
1916,3755,1.0,1,688,3,11.0,15,1,0,0,0,0,0,0,0,Financial District
1917,3600,0.0,1,526,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West
1918,5000,2.0,2,1157,43,4.0,41,0,0,0,0,0,0,0,0,Upper East Side
1919,3995,0.0,1,424,3,5.0,2,1,0,0,0,0,0,0,0,East Village
1920,11000,2.0,2,1297,4,8.0,58,0,0,0,1,1,0,0,0,Upper East Side
1921,3600,1.0,1,770,10,9.0,9,0,0,0,1,1,0,0,0,Gramercy Park
1922,15000,3.0,3,1800,9,24.0,11,0,0,1,1,1,0,0,1,Upper East Side
1923,3950,1.0,1,866,12,39.0,27,0,0,0,1,1,0,0,0,Midtown East
1924,6300,1.0,2,992,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea
1925,4100,1.0,1,646,1,8.0,6,0,0,0,0,0,0,0,0,East Village
1926,3000,1.0,1,750,4,1.0,66,0,0,0,0,0,0,0,0,Midtown East
1927,14500,4.0,3,2283,5,15.0,30,0,0,0,0,0,0,0,0,Upper East Side
1928,5450,2.0,2,1227,1,18.0,116,1,0,0,0,0,0,0,0,Financial District
1929,4900,2.0,1,568,3,3.0,106,0,0,0,0,0,0,0,0,Soho
1930,9000,2.0,2,1578,6,5.0,104,0,1,0,1,1,0,0,1,Chelsea
1931,3513,0.0,1,431,2,27.0,16,1,0,0,0,0,0,0,0,Flatiron
1932,8195,3.0,2,1600,6,5.0,86,0,0,0,0,0,0,0,0,Upper West Side
1933,3275,1.0,1,640,3,3.0,15,1,0,0,0,0,0,0,0,Upper West Side
1934,4400,1.0,1,778,2,46.0,9,0,0,1,0,1,0,0,0,Midtown West
1935,4405,1.0,1,679,5,10.0,9,1,0,0,0,0,0,0,0,Tribeca
1936,3200,1.0,1,585,2,20.0,38,1,0,1,0,0,0,0,1,Midtown West
1937,4700,1.0,1,747,2,39.0,6,0,0,0,1,1,1,0,1,Financial District
1938,7000,1.0,2,1068,1,4.0,8,0,0,0,0,0,1,0,0,Flatiron
1939,8250,2.0,2,1322,1,28.0,29,0,1,1,1,1,0,0,1,Upper East Side
1940,4700,2.0,2,915,3,3.0,31,1,0,0,0,0,0,0,0,Battery Park City
1941,2300,2.0,1,850,7,5.0,86,0,0,0,0,0,0,0,0,Hamilton Heights
1942,2300,2.0,1,750,9,2.0,101,0,0,0,0,0,0,0,0,Upper East Side
1943,2600,0.0,1,517,2,2.0,28,1,0,0,0,0,0,0,0,Midtown West
1944,11750,2.0,2,1706,6,22.0,8,1,0,0,0,0,0,0,0,Battery Park City
1945,2950,1.0,1,700,7,15.0,12,0,1,1,1,1,0,0,1,Roosevelt Island
1946,7495,3.0,2,1641,4,12.0,6,1,0,0,0,0,0,0,0,Central Harlem
1947,3350,0.0,1,721,1,22.0,112,1,0,0,0,0,0,0,0,Financial District
1948,6600,2.0,2,1342,2,17.0,28,0,0,1,0,0,0,0,0,Battery Park City
1949,5425,2.0,2,1104,2,17.0,90,1,0,0,0,0,0,0,0,Financial District
1950,3400,1.0,1,1164,11,2.0,108,1,0,0,0,0,0,0,0,Lower East Side
1951,3299,0.0,1,470,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side
1952,3650,0.0,1,698,2,9.0,8,0,1,1,1,1,1,0,1,Financial District
1953,3134,0.0,1,431,2,10.0,16,1,0,0,0,0,0,0,0,Flatiron
1954,2750,2.0,1,850,1,4.0,96,0,1,0,1,1,1,0,0,East Harlem
1955,3000,1.0,1,600,5,2.0,116,0,1,0,1,1,0,0,1,Upper West Side
1956,2300,0.0,1,400,9,6.0,116,0,0,0,0,0,0,0,0,East Village
1957,4850,1.0,1,754,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West
1958,4900,1.0,1,1200,1,14.0,88,0,0,0,0,0,0,0,0,Financial District
1959,19000,2.0,2,1728,2,21.0,2,0,0,0,0,0,0,0,0,Midtown
1960,2300,1.0,1,883,3,1.0,85,0,0,0,0,0,0,0,0,Washington Heights
1961,1949,0.0,1,400,6,1.0,96,0,0,0,0,1,0,0,0,East Village
1962,2850,2.0,1,700,4,8.0,8,1,0,0,0,0,0,0,0,East Harlem
1963,3800,0.0,1,516,2,20.0,0,1,0,0,0,0,0,0,0,Midtown South
1964,2950,1.0,1,775,4,6.0,87,0,1,1,1,1,1,0,1,Upper West Side
1965,2300,0.0,1,350,2,9.0,107,0,0,0,0,0,0,0,0,Morningside Heights
1966,4800,2.0,2,1053,5,21.0,56,0,0,0,1,1,1,0,1,Midtown East
1967,3742,1.0,1,624,12,9.0,4,1,0,0,0,0,0,0,0,Midtown West
1968,2900,0.0,1,497,15,30.0,43,1,0,0,0,0,0,0,1,Midtown East
1969,4000,1.0,1,587,3,6.0,52,1,1,0,0,1,0,0,0,Tribeca
1970,4195,1.0,1,632,2,17.0,89,1,0,0,0,1,0,0,0,Upper West Side
1971,3995,2.0,1,900,10,1.0,91,0,0,0,0,0,0,0,0,Midtown West
1972,4405,1.0,1,586,3,3.0,16,1,0,0,0,1,0,0,0,Chelsea
1973,3295,0.0,1,670,6,3.0,113,1,0,0,0,0,0,0,0,Gramercy Park
1974,3345,2.0,1,750,8,5.0,116,0,0,0,0,0,0,0,0,Chelsea
1975,4495,2.0,2,920,2,4.0,13,1,1,0,1,1,0,0,0,Financial District
1976,4995,2.0,2,1181,2,15.0,34,1,0,0,0,1,1,0,0,Financial District
1977,11750,2.0,2,1621,1,7.0,9,0,1,1,1,0,1,0,0,Upper East Side
1978,2269,1.0,1,775,6,4.0,96,0,0,0,0,0,0,0,0,Upper East Side
1979,3675,1.0,1,850,4,4.0,76,0,1,1,1,0,1,0,1,East Village
1980,4900,1.0,1,870,2,9.0,11,0,1,1,0,0,1,0,0,Midtown
1981,2695,1.0,1,550,2,2.0,116,0,0,0,0,0,0,0,0,East Village
1982,4600,2.0,2,1012,12,29.0,32,0,0,0,1,1,0,0,0,Midtown East
1983,4600,1.0,1,832,2,38.0,8,0,0,1,0,1,1,0,0,Financial District
1984,4000,1.0,1,450,3,7.0,52,1,0,0,0,0,0,0,0,Midtown East
1985,1700,0.0,1,450,3,5.0,86,0,0,0,1,1,1,0,0,Midtown West
1986,3200,2.0,1,875,6,14.0,57,0,1,0,1,1,0,0,1,Midtown East
1987,3800,1.0,1,768,10,39.0,27,0,1,1,1,1,1,0,1,Midtown East
1988,3800,0.0,1,525,4,17.0,24,1,0,0,0,0,0,0,0,Gramercy Park
1989,7995,2.0,2,1286,5,4.0,2,0,0,0,0,0,0,0,0,Midtown East
1990,3500,1.0,1,670,3,2.0,106,0,0,0,0,0,0,0,0,Chelsea
1991,12495,3.0,3,2084,2,11.0,85,1,0,0,0,0,0,0,0,Upper West Side
1992,8800,2.0,2,1265,6,21.0,5,1,0,0,0,0,0,0,0,Battery Park City
1993,2995,1.0,1,800,3,2.0,35,0,1,0,1,1,1,0,1,Upper East Side
1994,5850,2.0,2,887,2,3.0,0,1,0,0,0,0,0,0,0,Midtown East
1995,3500,2.0,1,1000,4,6.0,66,0,0,0,0,0,0,0,0,Midtown East
1996,9500,2.0,2,1305,8,10.0,10,1,0,0,1,1,0,0,1,Chelsea
1997,11225,3.5,3,3500,2,12.0,111,1,0,0,0,0,0,0,0,Midtown
1998,5950,2.0,2,1240,2,8.0,75,0,0,0,0,0,0,0,0,Central Park South
1999,4072,1.0,1,616,2,35.0,16,1,0,0,0,0,0,0,0,Flatiron
2000,3295,1.0,1,578,2,15.0,41,1,0,0,0,0,0,0,0,Upper East Side
2001,2950,0.0,1,525,2,10.0,90,1,0,0,0,0,0,0,0,Financial District
2002,7500,2.0,2,1454,7,8.0,16,0,0,0,0,0,0,0,0,Upper West Side
2003,4955,2.0,2,984,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City
2004,4135,1.0,1,657,1,12.0,29,1,0,0,1,1,1,0,0,Chelsea
2005,2995,3.0,1,980,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights
2006,4000,1.0,1,850,2,17.0,27,1,0,0,0,0,0,0,0,Midtown
2007,2000,0.0,1,350,6,4.0,87,1,0,0,0,0,0,0,0,Midtown East
2008,7145,1.0,2,1321,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea
2009,3900,0.0,1,550,3,5.0,11,0,0,0,0,0,0,0,0,Flatiron
2010,5714,2.0,2,1085,13,10.0,1,1,0,0,0,0,0,0,0,Upper East Side
2011,3190,1.0,1,600,6,4.0,106,0,0,0,0,0,0,0,0,East Village
2012,1600,1.0,1,400,3,4.0,116,0,0,0,0,0,0,0,0,Washington Heights
2013,3530,1.0,1,692,10,3.0,16,1,0,0,0,0,0,0,0,Midtown West
2014,3600,2.0,1,900,1,5.0,87,0,0,0,0,0,0,0,0,Financial District
2015,3095,1.0,1,700,10,4.0,116,0,1,0,1,0,0,0,0,Upper East Side
2016,2600,0.5,1,600,3,3.0,106,0,0,0,0,0,0,0,0,Midtown West
2017,3000,0.0,1,530,1,7.0,90,0,1,0,1,1,0,1,0,Chelsea
2018,5495,2.0,2,1180,5,10.0,86,0,0,0,0,0,0,0,0,Upper West Side
2019,4325,1.0,1,600,2,21.0,17,1,0,0,0,0,0,0,0,Flatiron
2020,2450,2.0,1,749,5,7.0,57,1,0,0,0,0,0,0,0,Central Harlem
2021,2400,0.0,1,550,4,2.0,74,1,1,1,1,1,1,0,1,Midtown East
2022,7295,4.0,2,1300,3,4.0,146,0,0,0,0,0,0,0,0,Soho
2023,3895,1.0,1,570,2,4.0,29,1,0,0,1,1,0,0,1,Upper East Side
2024,3700,1.0,1,766,4,7.0,87,0,0,0,1,0,0,0,0,Upper West Side
2025,5675,1.0,1,712,8,11.0,10,0,0,0,0,0,0,0,0,Chelsea
2026,3450,1.0,1,536,1,19.0,29,0,0,1,1,0,1,0,0,Midtown West
2027,2550,0.0,1,414,4,8.0,116,0,0,0,0,0,1,0,0,Upper West Side
2028,8000,2.0,2,972,3,3.0,8,0,0,0,1,1,0,0,0,Chelsea
2029,7100,2.0,2,1400,4,3.0,91,1,0,0,0,0,0,0,0,Upper West Side
2030,3635,1.0,1,680,1,22.0,19,1,0,0,0,0,0,0,0,Midtown West
2031,12500,2.0,2,1510,4,34.0,33,0,1,0,1,0,1,0,0,Midtown
2032,14000,3.0,3,1934,12,21.0,11,0,1,0,0,0,0,0,0,Upper East Side
2033,8200,2.0,1,1410,43,20.0,8,0,1,0,1,1,0,0,0,Upper West Side
2034,10500,2.0,2,1228,3,4.0,56,0,0,0,0,0,0,0,0,Chelsea
2035,3625,0.0,1,550,7,6.0,14,1,0,0,0,0,0,0,0,Battery Park City
2036,5000,1.0,1,820,9,7.0,86,1,0,0,0,0,0,0,0,Gramercy Park
2037,3975,1.0,1,775,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City
2038,5400,2.0,1,1074,7,15.0,34,0,1,1,1,1,1,0,1,Midtown East
