,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood
897,16000,4.0,4,2110,8,16.0,29,0,0,0,0,0,0,0,0,Upper East Side
898,1600,0.0,1,550,5,1.0,11,0,0,0,0,0,0,0,0,Central Harlem
899,3187,2.0,1,650,2,18.0,29,0,0,0,0,0,0,0,0,Battery Park City
900,2750,1.0,1,550,8,1.0,96,1,0,0,0,0,0,0,0,Upper East Side
901,5958,2.0,2,1300,1,21.0,51,1,0,0,1,1,0,0,0,Midtown West
902,4100,2.0,2,940,2,3.0,12,0,1,0,0,1,0,0,1,Chinatown
903,3600,2.0,1,710,6,34.0,37,0,0,1,0,1,1,0,0,Midtown East
904,3700,1.0,1,600,5,9.0,37,0,0,0,0,0,0,0,0,Upper West Side
905,2700,0.0,1,550,5,16.0,59,0,0,0,0,0,0,0,0,Upper East Side
906,4000,3.0,1,700,5,10.0,96,0,0,0,0,0,0,0,0,Upper West Side
907,3300,1.0,1,650,10,5.0,18,1,0,0,0,0,0,0,0,Upper East Side
908,2350,1.0,1,771,5,16.0,58,1,0,0,0,0,0,0,0,Central Harlem
909,3795,2.0,1,750,2,11.0,116,0,0,0,0,1,0,0,0,Financial District
910,7500,3.0,2,1300,3,16.0,27,1,1,0,1,1,1,0,1,Upper West Side
911,5771,2.0,2,1018,9,10.0,9,1,0,0,0,0,0,0,0,Midtown West
912,4600,1.0,1,960,5,22.0,9,0,1,1,1,1,0,0,0,Midtown
913,3400,1.0,1,850,3,7.0,87,0,0,0,0,0,0,0,0,Upper West Side
914,3715,1.0,1,591,6,11.0,113,1,0,0,0,0,0,0,0,Upper West Side
915,2750,0.0,1,595,1,8.0,76,0,0,1,0,1,1,0,1,Financial District
916,1600,1.0,1,450,3,3.0,116,0,0,0,0,0,0,0,0,Washington Heights
917,6500,2.0,2,1188,2,64.0,29,0,1,0,1,1,0,0,1,Midtown
918,1500,0.0,1,450,2,3.0,106,0,0,0,0,0,0,0,0,Hamilton Heights
919,2795,1.0,1,700,9,13.0,42,0,0,1,0,1,0,0,0,Upper East Side
920,3211,1.0,1,775,2,17.0,53,1,0,0,1,0,0,0,0,Midtown
921,6900,2.0,2,1196,10,4.0,0,1,0,0,0,0,0,0,0,Midtown West
922,2450,2.0,1,870,3,5.0,101,0,0,0,0,0,0,0,0,Central Harlem
923,4400,1.0,1,750,2,2.0,30,0,0,0,0,1,0,0,0,Flatiron
924,3895,1.0,1,650,8,27.0,16,1,0,0,0,0,0,0,0,Midtown East
925,5260,2.0,2,1139,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side
926,7500,2.0,2,1214,3,15.0,88,0,0,0,1,0,1,0,0,Upper East Side
927,5495,1.0,1,1000,2,7.0,86,0,0,0,0,0,0,0,0,Midtown West
928,2595,1.0,1,600,2,4.0,116,0,0,0,0,0,1,0,0,Upper West Side
929,5500,1.0,1,1000,2,4.0,116,0,0,0,0,0,0,0,0,Chelsea
930,5000,1.0,1,550,2,18.0,89,1,0,0,0,0,1,0,0,Midtown
931,4150,1.0,1,640,3,14.0,9,1,0,1,0,1,1,0,0,Upper East Side
932,3100,1.0,1,575,2,5.0,86,1,0,0,0,0,0,0,0,Midtown West
933,3995,1.0,1,589,4,11.0,7,1,0,0,0,0,0,0,0,Upper West Side
934,3875,1.0,1,653,4,14.0,18,1,1,1,1,1,1,0,1,Upper West Side
935,7000,2.0,1,1350,3,6.0,108,0,0,0,0,0,0,0,0,Greenwich Village
936,3775,1.0,1,609,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West
937,10500,3.0,2,3000,2,7.0,86,0,0,0,0,0,0,0,0,East Village
938,12000,3.0,2,1982,4,20.0,10,1,1,1,1,1,1,0,1,Upper West Side
939,2750,0.0,1,546,4,6.0,52,1,0,0,0,0,0,0,0,Midtown East
940,6800,1.0,2,1233,3,6.0,52,1,1,1,1,1,0,0,1,Tribeca
941,3700,2.0,1,900,1,4.0,87,0,0,0,0,0,0,0,0,Financial District
942,3167,0.0,1,675,4,2.0,47,1,0,0,0,0,0,0,0,Financial District
943,3775,1.0,1,632,2,30.0,41,1,0,0,0,0,0,0,0,Upper East Side
944,3495,2.0,1,631,3,1.0,102,0,1,0,1,1,0,0,0,Upper West Side
945,2900,2.0,2,1200,3,3.0,86,0,0,0,0,0,0,0,0,Washington Heights
946,3805,1.0,1,698,6,3.0,14,1,0,0,0,0,0,0,0,Upper West Side
947,5950,1.0,1,988,5,33.0,9,1,0,0,0,0,0,0,0,Midtown
948,8500,3.0,2,2000,4,18.0,56,1,0,0,0,0,0,0,0,Upper East Side
949,6806,2.0,2,1082,2,28.0,16,1,1,0,1,1,1,0,1,Flatiron
950,3195,1.0,1,800,4,6.0,56,0,0,0,0,0,0,0,0,Upper East Side
951,10600,3.0,3,1749,6,23.0,2,1,0,0,0,0,0,0,0,Upper East Side
952,3300,0.0,1,500,3,2.0,86,0,0,0,0,0,0,0,0,Greenwich Village
953,2950,0.0,1,585,2,17.0,34,1,0,0,0,1,1,0,0,Financial District
954,2995,1.0,1,670,8,10.0,28,0,0,0,1,1,1,0,1,Midtown West
955,5300,1.0,1,960,2,7.0,106,0,0,0,1,0,0,1,0,Chelsea
956,4400,2.0,2,927,12,31.0,32,0,0,0,0,0,0,0,0,Midtown East
957,3100,0.0,1,602,9,8.0,15,0,0,1,1,1,0,0,1,Midtown East
958,3990,1.0,2,1000,8,24.0,18,1,1,0,1,1,0,0,0,Upper East Side
959,2499,0.0,1,367,2,11.0,112,0,0,0,0,1,0,0,0,Financial District
960,4695,2.0,1,900,4,3.0,51,0,0,0,0,0,0,0,0,Flatiron
961,7100,2.0,2,1900,3,4.0,116,0,0,0,0,0,0,0,0,Soho
962,5600,2.0,2,850,1,21.0,31,0,0,0,0,0,0,0,0,Flatiron
963,2400,0.0,1,550,7,1.0,85,0,0,0,0,1,0,0,0,Midtown East
964,4195,1.0,1,885,6,14.0,60,1,0,0,0,0,0,0,0,Upper East Side
965,5450,2.0,2,1070,13,32.0,9,1,1,1,1,1,0,0,1,Midtown West
966,3300,0.0,1,538,3,7.0,11,0,1,0,1,1,0,0,1,Tribeca
967,3405,1.0,1,591,6,14.0,14,1,0,0,0,0,0,0,0,Midtown West
968,12000,2.0,2,2027,1,3.0,156,0,0,0,1,1,1,0,1,Greenwich Village
969,5800,2.0,2,1200,8,25.0,32,0,0,1,1,1,1,1,1,Midtown East
970,7995,1.0,1,990,2,12.0,53,0,0,0,0,0,0,0,0,Upper East Side
971,1700,0.0,1,350,9,1.0,96,0,0,1,0,0,1,0,0,Upper East Side
972,3900,0.0,1,698,2,21.0,8,0,0,0,1,1,0,0,0,Financial District
973,2595,1.0,1,800,3,2.0,93,0,0,0,0,0,0,0,0,Upper West Side
974,3465,1.0,1,804,14,3.0,55,1,0,0,0,0,0,0,0,Upper East Side
975,2550,2.5,1,1000,6,4.0,115,1,0,0,0,0,0,0,0,Central Harlem
976,3500,1.0,1,600,2,32.0,28,0,0,0,1,1,0,0,1,Midtown West
977,6300,2.0,2,1207,2,47.0,9,0,0,0,0,0,0,0,0,Midtown West
978,4500,0.0,1,850,1,3.0,13,0,1,0,1,1,0,0,1,Soho
979,3395,0.0,1,474,4,15.0,11,1,0,0,1,1,0,0,0,Upper West Side
980,14000,2.0,2,1814,3,5.0,101,0,0,0,0,0,0,0,0,Tribeca
981,6900,2.0,2,1800,10,43.0,41,0,1,1,0,1,1,0,0,Midtown East
982,3505,1.0,1,754,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side
983,2975,0.0,1,587,3,3.0,52,1,1,0,0,0,1,0,0,Tribeca
984,2100,2.0,1,500,11,3.0,106,0,0,0,0,0,0,0,0,Upper East Side
985,9000,2.0,2,1578,2,10.0,10,0,0,0,0,0,1,1,0,Midtown East
986,8500,2.0,2,1459,3,4.0,1,0,0,0,0,0,0,0,0,Chelsea
987,5995,1.0,2,970,2,2.0,124,1,0,0,0,0,0,0,0,West Village
988,3700,1.0,1,655,5,8.0,29,0,0,0,0,1,0,1,1,Upper West Side
989,6000,1.0,1,945,5,7.0,84,0,0,1,1,1,0,0,0,Upper West Side
990,16000,3.0,3,2195,5,19.0,2,0,0,0,0,0,0,0,0,Midtown East
991,2050,1.0,1,900,3,2.0,106,0,0,0,1,0,0,0,0,Central Harlem
992,3150,1.0,1,575,2,11.0,86,1,0,0,0,0,0,0,0,Midtown West
993,5018,1.0,1,737,1,3.0,6,1,0,0,0,0,1,0,0,East Village
994,5900,1.0,1,811,6,31.0,5,1,0,0,0,0,0,0,0,Battery Park City
995,3025,0.0,1,515,6,10.0,14,1,0,0,0,0,0,0,0,Upper West Side
996,3600,3.0,1,1050,3,4.0,101,0,0,0,0,0,0,0,0,Central Harlem
997,4585,1.0,1,900,3,5.0,52,1,0,0,0,0,0,0,0,Tribeca
998,3500,1.0,1,850,3,18.0,54,0,0,0,0,0,0,0,0,Upper West Side
999,2500,0.0,1,400,2,2.0,90,1,0,0,0,0,0,0,0,Financial District
1000,3500,1.0,1,710,6,10.0,37,0,0,1,0,0,0,0,0,Midtown East
1001,2950,1.0,1,700,5,2.0,6,0,0,1,0,0,1,0,0,Midtown West
1002,6200,2.0,2,1002,1,19.0,14,1,0,0,0,0,0,0,0,Upper East Side
1003,7700,2.0,2,1546,10,43.0,27,0,0,0,1,1,0,0,1,Midtown East
1004,6000,2.0,2,1280,3,11.0,29,0,0,0,0,0,1,0,0,Upper West Side
1005,2300,1.0,1,500,9,2.0,116,0,0,0,0,0,0,0,0,East Village
1006,5200,2.0,1,823,5,4.0,3,0,0,0,0,0,0,0,0,Midtown West
1007,10950,3.0,3,1749,6,24.0,2,1,0,0,0,0,0,0,0,Upper East Side
1008,7243,2.0,2,1231,2,18.0,16,1,0,0,0,0,0,0,0,Flatiron
1009,3100,2.0,1,700,6,4.0,115,0,0,0,0,0,0,0,0,Midtown West
1010,2450,2.0,1,900,9,2.0,96,0,0,1,1,1,1,0,1,Upper East Side
1011,3500,1.0,1,600,2,81.0,114,0,0,0,0,0,0,0,0,Upper West Side
1012,5600,1.0,1,800,5,4.0,86,0,0,0,1,1,0,0,0,West Village
1013,3000,1.0,0,526,4,4.0,45,1,0,0,0,0,0,0,0,Upper West Side
1014,2250,0.0,1,400,5,2.0,54,0,0,0,0,0,0,0,0,Midtown East
1015,3853,0.0,1,464,2,30.0,13,1,0,0,0,0,0,1,0,Flatiron
1016,5250,1.0,1,850,4,11.0,93,1,0,0,0,0,0,0,0,Upper East Side
1017,2925,1.0,1,650,5,6.0,31,1,0,1,0,0,1,0,0,Battery Park City
1018,3500,1.0,1,700,13,23.0,9,1,0,0,1,1,0,0,0,Midtown West
1019,3900,1.0,1,719,3,23.0,15,1,0,0,0,0,0,0,0,Financial District
1020,2700,0.0,1,466,5,7.0,10,0,0,1,1,1,0,0,0,Upper West Side
1021,2299,1.0,1,700,3,3.0,86,0,0,1,1,1,0,1,0,Midtown East
1022,3495,1.0,1,708,14,11.0,30,1,0,0,1,1,0,0,1,Upper East Side
1023,5995,3.0,2,1417,4,9.0,6,1,0,0,0,0,0,0,0,Central Harlem
1024,20000,2.0,2,2200,2,2.0,5,0,1,1,1,1,0,0,1,Tribeca
1025,5200,1.0,1,691,3,29.0,7,0,0,1,1,1,1,0,1,Midtown
1026,6000,1.0,1,802,2,48.0,6,0,1,0,0,0,0,0,0,Financial District
1027,1899,0.0,1,350,7,2.0,96,0,0,0,0,0,0,0,0,East Village
1028,3575,1.0,1,735,4,5.0,85,1,0,0,0,0,0,0,0,Financial District
1029,2495,2.0,1,800,4,2.0,116,0,0,0,0,0,0,0,0,East Harlem
1030,6400,2.0,2,1024,10,2.0,0,1,0,0,0,0,0,0,0,Midtown West
1031,3395,1.0,1,700,12,33.0,27,0,1,0,1,1,0,0,1,Midtown East
1032,3500,0.0,1,550,2,7.0,1,0,0,0,0,0,0,0,0,Tribeca
1033,11600,2.0,3,1665,3,10.0,52,1,0,0,0,0,0,0,0,Tribeca
1034,7300,2.0,2,1167,1,2.0,3,0,0,0,0,0,0,0,0,East Village
1035,3325,1.0,1,607,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side
1036,3995,1.0,1,602,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park
1037,3000,1.0,1,650,11,7.0,50,0,1,1,1,1,1,0,1,Midtown East
1038,3050,0.0,1,484,6,7.0,33,1,0,0,0,0,0,0,0,Battery Park City
1039,3392,1.0,1,769,2,6.0,47,1,0,0,0,0,0,0,0,Upper West Side
1040,4865,1.0,1,697,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron
1041,5890,1.0,1,752,3,28.0,6,1,0,0,0,0,0,0,0,Chelsea
1042,3555,1.0,1,600,2,5.0,99,1,1,0,1,1,0,1,1,Upper West Side
1043,7800,4.0,2,1900,5,9.0,91,0,0,0,0,0,0,0,0,Upper West Side
1044,3645,1.0,1,811,14,1.0,55,1,0,0,0,0,0,0,0,Upper East Side
1045,10500,3.0,3,2100,6,12.0,33,0,0,0,0,0,0,0,0,Midtown East
1046,3200,0.0,1,462,2,5.0,28,0,0,1,1,1,1,0,1,Midtown West
1047,8350,3.0,3,1436,4,12.0,27,0,0,0,0,1,0,0,0,Upper East Side
1048,2350,0.0,1,367,2,2.0,112,0,0,0,1,1,0,0,0,Financial District
1049,8800,2.0,2,1612,9,17.0,15,0,0,1,1,1,1,0,0,Midtown East
1050,3543,0.0,1,523,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea
1051,17500,3.0,3,3016,7,39.0,34,0,0,0,0,0,0,0,0,Midtown East
1052,4200,0.0,1,567,12,6.0,7,0,0,1,1,1,0,1,1,Chelsea
1053,3995,1.0,1,938,1,6.0,180,0,0,0,0,0,0,0,0,Financial District
1054,8500,2.0,2,1807,1,23.0,88,1,1,0,1,1,0,0,1,Financial District
1055,10500,2.0,2,1460,2,9.0,75,0,1,0,1,1,1,0,1,Central Park South
1056,4000,1.0,1,764,7,12.0,39,1,0,0,0,0,0,0,0,Midtown East
1057,2750,1.0,1,800,3,4.0,75,0,0,0,0,0,0,0,0,Upper East Side
1058,10500,3.0,3,1500,4,25.0,20,0,0,0,1,0,0,0,0,Upper East Side
1059,3750,1.0,1,817,5,32.0,13,0,0,0,1,1,1,0,0,Midtown South
1060,4950,3.0,1,850,6,3.0,86,0,0,0,0,0,0,0,0,Midtown South
1061,4968,2.0,2,948,14,21.0,30,1,0,0,0,0,0,0,0,Upper East Side
1062,4000,1.0,1,874,7,9.0,12,0,1,0,1,1,1,1,1,Upper West Side
1063,2100,0.0,1,350,7,4.0,116,0,0,0,0,0,0,0,0,East Village
1064,2495,0.0,1,400,1,33.0,37,1,0,0,0,0,0,0,0,Midtown
1065,4100,3.0,1,1100,3,6.0,52,0,0,0,0,0,0,0,0,Midtown East
1066,6750,2.0,2,1589,9,10.0,15,0,0,0,0,0,1,0,0,Midtown East
1067,2600,0.0,1,441,7,8.0,60,0,0,1,1,0,0,0,0,Midtown East
1068,9850,3.0,3,2100,2,17.0,87,0,0,0,0,0,0,0,0,Chelsea
1069,4100,1.0,1,690,5,9.0,1,0,0,0,0,0,0,0,0,Midtown East
1070,5795,1.0,1,626,3,8.0,2,1,0,0,0,0,0,0,0,East Village
1071,7000,3.0,2,1500,9,11.0,30,0,0,0,0,1,0,0,0,Upper East Side
1072,7600,2.0,2,1325,2,42.0,8,1,1,1,1,1,0,0,1,Financial District
1073,11900,3.0,2,2305,1,37.0,102,0,0,1,0,0,0,0,0,Financial District
1074,3181,0.0,1,581,3,16.0,44,1,0,0,0,0,0,0,0,Financial District
1075,8000,2.0,2,1250,2,15.0,13,0,0,0,0,0,0,0,0,Midtown East
1076,20000,4.0,4,2160,1,18.0,9,0,0,1,0,1,0,0,0,Upper East Side
1077,3650,0.0,1,520,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron
1078,6000,4.0,2,1700,6,5.0,96,0,0,0,0,0,0,0,0,Midtown West
1079,4450,1.0,1,985,5,10.0,37,1,0,0,0,0,0,0,0,Upper East Side
1080,2295,2.0,1,700,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights
1081,4055,1.0,1,818,4,7.0,47,1,0,0,0,0,0,0,0,Financial District
1082,3795,2.0,1,900,2,8.0,102,1,0,0,0,0,0,0,0,Midtown South
1083,3750,1.0,1,500,4,4.0,156,0,0,0,0,0,0,0,0,Greenwich Village
1084,4000,0.0,1,500,1,8.0,76,0,0,1,0,0,1,0,0,Central Park South
1085,3900,1.0,1,640,4,8.0,7,1,0,0,0,0,0,0,0,Tribeca
1086,6000,1.0,1,962,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea
1087,2595,1.0,1,500,3,4.0,106,0,0,0,0,0,0,0,0,Lower East Side
1088,12750,2.0,2,1736,3,4.0,101,0,0,0,0,0,0,0,0,Tribeca
1089,3350,0.0,1,585,2,6.0,85,0,0,0,0,0,0,0,0,Greenwich Village
1090,2650,0.0,1,500,2,10.0,13,1,0,0,0,0,0,0,0,Financial District
1091,3000,0.0,1,525,3,11.0,9,0,1,0,1,1,0,0,1,Upper East Side
1092,4500,1.0,1,700,7,27.0,34,1,0,0,0,0,0,0,0,Midtown East
1093,3500,1.0,1,650,2,29.0,29,0,1,0,1,1,0,1,1,Midtown
1094,9995,4.0,3,1900,2,4.0,89,1,0,0,0,0,0,0,0,Upper West Side
1095,12999,2.0,2,1990,13,4.0,9,0,0,0,0,0,1,0,0,Chelsea
1096,3100,1.0,1,654,4,18.0,42,0,0,0,0,0,0,0,0,Upper East Side
1097,4200,4.0,2,1400,2,2.0,106,1,0,0,0,0,0,0,0,Washington Heights
1098,14000,3.0,3,1959,10,38.0,17,0,1,0,0,1,1,0,0,Upper East Side
1099,14000,2.0,2,1543,4,7.0,9,0,0,0,0,1,0,0,0,Upper West Side
1100,2999,0.0,1,560,4,9.0,9,0,0,0,1,0,0,0,0,Midtown East
1101,19950,2.0,2,2750,5,10.0,11,0,0,0,0,1,0,0,1,West Village
1102,4850,1.0,1,706,4,8.0,9,0,0,0,0,0,0,0,0,Upper West Side
1103,5800,1.0,1,811,6,29.0,5,1,0,0,0,0,0,0,0,Battery Park City
1104,2195,1.0,1,500,6,2.0,106,0,1,1,1,1,1,1,1,Lower East Side
1105,3060,0.0,1,515,6,9.0,14,1,1,0,0,1,0,0,0,Upper West Side
1106,2125,1.0,1,475,2,1.0,115,0,0,0,0,0,0,0,0,Central Harlem
1107,1750,0.0,1,600,10,2.0,106,0,0,0,0,0,0,0,0,Upper East Side
1108,4200,0.0,1,625,2,4.0,106,0,0,0,0,0,0,0,0,Greenwich Village
1109,3600,3.0,1,800,1,6.0,96,0,1,0,1,1,0,0,1,Upper West Side
1110,6900,2.0,2,1300,1,23.0,88,0,0,0,1,1,1,0,1,Financial District
1111,6000,2.0,1,1100,8,11.0,35,0,0,0,0,0,0,0,0,Upper East Side
1112,3195,1.0,1,700,3,1.0,41,0,0,0,0,0,0,0,0,Midtown East
1113,3690,1.0,1,802,7,15.0,33,1,0,0,1,0,0,0,0,Battery Park City
1114,2775,0.0,1,342,2,15.0,89,1,0,0,0,1,1,1,0,Upper West Side
1115,4395,1.0,1,692,4,14.0,19,1,0,0,0,0,0,0,0,Upper East Side
1116,6815,2.0,2,1100,14,30.0,30,1,0,0,0,0,0,0,0,Upper East Side
1117,2150,0.0,1,450,3,1.0,106,0,0,1,0,0,0,0,0,Upper West Side
1118,3800,1.0,1,718,10,16.0,9,0,1,0,1,1,0,0,1,Gramercy Park
1119,3000,1.0,1,667,4,1.0,88,0,0,1,0,0,0,0,0,Upper East Side
1120,3550,0.0,1,500,1,4.0,30,1,0,0,0,0,0,0,0,Greenwich Village
1121,6400,2.0,3,1226,3,15.0,15,1,0,0,0,0,0,0,0,Upper West Side
1122,2370,1.0,1,600,5,2.0,106,1,0,0,0,0,0,0,0,Midtown West
1123,2550,0.0,1,409,5,2.0,66,0,0,0,0,0,0,0,0,Chelsea
1124,5500,1.0,1,765,2,25.0,38,0,0,0,0,0,0,0,0,Midtown West
1125,4695,1.0,1,754,3,5.0,11,0,1,0,1,1,0,0,1,Tribeca
1126,5200,1.0,1,800,2,6.0,10,0,0,0,0,0,0,0,0,Chelsea
1127,2900,0.0,1,530,2,11.0,52,0,0,0,0,0,0,0,0,Greenwich Village
1128,3100,1.0,1,550,2,3.0,106,0,1,0,1,1,1,0,1,Upper West Side
1129,3130,1.0,1,594,4,15.0,18,1,0,0,0,0,0,0,0,Upper West Side
1130,8750,2.0,2,1472,7,6.0,12,0,1,0,1,1,1,0,1,Upper East Side
1131,5500,1.0,1,1000,3,3.0,116,1,0,0,0,0,0,0,0,East Village
1132,3200,2.0,1,900,3,5.0,116,1,1,1,1,1,0,0,1,Central Harlem
1133,4050,1.0,1,826,3,21.0,29,0,1,0,0,1,0,0,0,Financial District
1134,10500,3.0,2,1865,1,4.0,96,0,0,0,0,0,0,0,0,Chelsea
1135,6900,2.0,2,1049,4,2.0,4,0,0,0,0,0,0,0,0,Flatiron
1136,2325,0.5,1,500,6,2.0,96,0,0,0,0,0,0,0,0,Midtown East
1137,3900,1.0,1,850,5,21.0,30,0,0,0,0,1,0,0,0,Midtown East
1138,5200,2.0,2,1141,1,14.0,30,0,0,0,0,0,0,0,0,Upper West Side
1139,2300,0.0,1,475,9,4.0,54,0,0,0,1,1,0,0,1,Midtown East
1140,4363,1.0,1,620,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea
1141,6500,2.0,2,1100,3,14.0,29,1,0,1,0,0,1,0,0,Upper East Side
1142,4362,1.0,1,982,3,20.0,85,1,0,0,0,0,0,0,0,Financial District
1143,2895,1.0,1,650,9,19.0,36,1,0,0,0,0,0,0,0,Midtown East
1144,4000,1.0,1,700,1,23.0,31,0,1,0,1,1,1,1,0,Flatiron
1145,5500,1.0,1,1180,9,20.0,15,0,0,0,0,0,0,1,0,Midtown East
1146,4350,1.0,1,723,2,3.0,92,0,0,0,1,1,0,0,0,Upper West Side
1147,3960,0.0,1,640,3,9.0,52,1,0,0,0,0,1,0,0,Tribeca
1148,12000,2.0,2,1865,2,6.0,122,0,0,0,0,1,0,0,0,Tribeca
1149,5995,2.0,2,1206,2,19.0,120,1,0,0,1,1,1,0,1,Financial District
1150,3557,1.0,1,621,12,5.0,4,1,0,0,0,0,0,0,0,Midtown West
1151,1832,2.0,1,800,5,4.0,96,0,0,0,0,0,0,0,0,East Harlem
1152,5300,1.0,1,776,7,42.0,6,0,0,0,0,0,0,0,0,Midtown South
1153,3140,0.0,1,525,4,8.0,16,1,0,0,0,0,0,0,0,Chelsea
1154,15000,2.5,2,2350,3,4.0,89,0,0,0,0,0,0,0,0,Chelsea
1155,3710,0.0,1,577,4,20.0,16,1,0,0,0,0,0,0,0,Chelsea
1156,3375,1.0,1,850,8,2.0,90,0,0,0,0,0,0,0,0,Midtown West
1157,3500,1.0,1,700,6,2.0,96,0,0,0,0,0,0,0,0,Soho
1158,2650,0.0,1,459,4,5.0,18,1,0,0,1,1,0,0,1,Upper West Side
1159,3995,2.0,1,704,2,8.0,28,1,0,0,0,0,0,0,0,Nolita
1160,9995,3.0,2,1132,3,7.0,2,1,0,0,0,0,0,0,0,East Village
1161,4895,1.0,1,876,1,11.0,51,1,0,0,0,0,1,0,1,Flatiron
1162,6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side
1163,9200,2.0,2,1434,2,55.0,38,0,0,1,1,1,1,0,0,Midtown West
1164,3930,1.0,1,710,3,17.0,15,1,0,0,0,0,0,0,0,Financial District
1165,5495,1.0,2,966,2,25.0,10,0,1,1,1,1,1,0,1,Midtown East
1166,9000,1.0,1,1521,9,4.0,1,0,0,0,0,0,0,0,0,Chelsea
1167,2855,0.0,1,482,5,9.0,17,1,0,0,0,0,0,0,0,Upper West Side
1168,2595,1.0,1,600,1,5.0,116,0,0,1,0,0,1,0,0,Upper West Side
1169,9500,1.0,1,1026,2,11.0,101,0,0,0,0,0,0,0,0,Flatiron
1170,4895,2.0,2,1000,4,21.0,42,0,1,0,1,1,0,0,1,Upper East Side
1171,3995,1.0,1,930,2,21.0,34,0,0,0,0,0,1,0,0,Financial District
1172,4500,1.0,1,715,4,9.0,16,1,0,0,1,1,0,1,1,Chelsea
1173,13800,3.0,3,1702,1,9.0,89,1,0,0,0,0,0,0,0,Upper West Side
1174,2875,0.0,1,512,7,10.0,52,1,0,0,0,0,0,0,0,Midtown East
1175,3150,1.0,1,875,4,3.0,86,0,1,0,1,1,0,0,0,Upper West Side
1176,11500,3.0,3,1750,11,5.0,8,0,0,0,0,0,1,0,0,Upper East Side
1177,1950,2.0,1,594,10,5.0,106,0,0,0,0,0,0,0,0,East Harlem
1178,2695,0.0,1,355,9,3.0,0,1,0,0,0,0,0,0,0,Midtown East
1179,3500,1.0,1,712,8,6.0,12,0,1,0,0,0,0,0,0,Midtown East
1180,13250,3.0,3,1726,43,9.0,8,1,0,0,0,0,0,0,0,Upper West Side
1181,8375,4.0,3,1735,5,20.0,52,1,0,0,0,0,0,0,0,Upper East Side
1182,2000,0.0,1,350,3,2.0,86,0,1,0,0,1,1,0,0,Midtown West
1183,3600,2.0,2,1164,4,4.0,12,0,1,0,1,0,0,0,0,Central Harlem
1184,4885,1.0,1,880,6,11.0,16,0,0,0,0,0,1,0,0,Midtown East
1185,7800,2.0,2,1186,6,8.0,5,1,0,0,0,0,1,1,0,Battery Park City
1186,8975,3.0,3,1750,3,44.0,15,1,0,0,1,1,0,0,0,Midtown East
1187,14900,3.0,3,2095,13,5.0,9,0,0,0,0,0,1,0,0,Chelsea
1188,4000,1.0,1,1000,4,3.0,48,1,0,0,0,0,0,0,0,Midtown East
1189,1999,0.0,1,450,4,4.0,96,0,0,0,0,0,0,0,0,Hamilton Heights
1190,4090,1.0,1,710,3,29.0,15,1,0,0,0,0,0,0,0,Financial District
1191,4500,1.0,1,800,2,3.0,96,0,0,0,0,0,0,0,0,West Village
1192,2750,0.0,1,485,2,5.0,28,0,0,0,1,1,0,0,1,Midtown West
1193,2200,1.0,1,750,2,5.0,96,0,0,0,0,0,0,0,0,Washington Heights
1194,2628,0.0,1,425,8,12.0,41,1,0,0,0,0,0,0,0,Midtown East
1195,4200,3.0,1,1000,5,4.0,106,0,0,0,0,0,0,0,0,Midtown West
1196,3700,1.0,1,765,2,10.0,30,0,1,0,1,1,0,0,1,Upper East Side
1197,3500,1.0,1,670,2,15.0,9,0,1,0,1,1,0,0,1,Midtown West
1198,4480,1.0,1,642,7,2.0,5,1,0,0,0,0,0,0,0,Chelsea
1199,5995,2.0,2,1200,0,13.0,87,1,1,0,1,1,0,0,1,Financial District
1200,2195,1.0,1,450,3,5.0,81,0,0,0,0,0,0,0,0,Midtown East
1201,3500,1.0,1,765,4,14.0,19,0,0,0,0,0,0,0,0,Upper West Side
1202,5000,2.0,2,915,3,11.0,15,1,0,0,0,0,0,0,0,Upper West Side
1203,1525,0.0,1,305,6,9.0,55,1,0,0,0,0,0,0,0,Central Harlem
1204,7500,1.0,2,1400,1,2.0,96,0,0,0,1,1,0,0,0,Greenwich Village
1205,8250,2.0,2,1157,9,5.0,19,0,0,0,0,0,0,0,0,West Village
1206,3000,0.0,1,500,3,43.0,86,0,0,0,1,1,0,0,0,Financial District
1207,4950,1.0,1,899,2,39.0,30,0,0,0,1,1,1,0,1,Upper East Side
1208,2570,0.0,1,265,9,7.0,0,1,0,0,0,0,0,0,0,Midtown East
1209,3850,1.0,1,575,3,5.0,106,0,0,0,0,0,0,0,0,West Village
1210,2650,0.0,1,386,10,29.0,29,1,0,0,0,0,0,0,0,Midtown West
